"Station","Commune","Typologie","Lat","Lon","Heure_Ref","Echeance_H","Heure_Prediction","Date_Prevue","Pred_PM25","Risque_Max","Statut"
"Toulouse - Rte Albi Trafic","TOULOUSE","Urbaine",43.6431,1.46765,2026-01-06 12:00:00,9,"21:00",2026-01-06 21:00:00,33.16,43.8,"ALERTE RISQUE"
"Toulouse - Rte Albi Trafic","TOULOUSE","Urbaine",43.6431,1.46765,2026-01-06 12:00:00,10,"22:00",2026-01-06 22:00:00,31.42,42.07,"ALERTE RISQUE"
"Toulouse - Rte Albi Trafic","TOULOUSE","Urbaine",43.6431,1.46765,2026-01-06 12:00:00,11,"23:00",2026-01-06 23:00:00,29.71,40.37,"ALERTE RISQUE"
"Toulouse - Rte Albi Trafic","TOULOUSE","Urbaine",43.6431,1.46765,2026-01-06 12:00:00,12,"00:00",2026-01-07,27.89,38.56,"ALERTE RISQUE"
"Toulouse - Rte Albi Trafic","TOULOUSE","Urbaine",43.6431,1.46765,2026-01-06 12:00:00,13,"01:00",2026-01-07 01:00:00,25.99,36.68,"ALERTE RISQUE"
"Toulouse - Rte Albi Trafic","TOULOUSE","Urbaine",43.6431,1.46765,2026-01-06 12:00:00,14,"02:00",2026-01-07 02:00:00,23.9,34.59,"ALERTE RISQUE"
"Toulouse - Rte Albi Trafic","TOULOUSE","Urbaine",43.6431,1.46765,2026-01-06 12:00:00,15,"03:00",2026-01-07 03:00:00,22.03,32.74,"ALERTE RISQUE"
"Toulouse - Rte Albi Trafic","TOULOUSE","Urbaine",43.6431,1.46765,2026-01-06 12:00:00,16,"04:00",2026-01-07 04:00:00,20.68,31.39,"ALERTE RISQUE"
"Toulouse - Rte Albi Trafic","TOULOUSE","Urbaine",43.6431,1.46765,2026-01-06 12:00:00,17,"05:00",2026-01-07 05:00:00,19.34,30.06,"ALERTE RISQUE"
"Toulouse - Rte Albi Trafic","TOULOUSE","Urbaine",43.6431,1.46765,2026-01-06 12:00:00,18,"06:00",2026-01-07 06:00:00,17.56,28.3,"ALERTE RISQUE"
"Toulouse - Rte Albi Trafic","TOULOUSE","Urbaine",43.6431,1.46765,2026-01-06 12:00:00,19,"07:00",2026-01-07 07:00:00,17.25,27.99,"ALERTE RISQUE"
"Toulouse - Rte Albi Trafic","TOULOUSE","Urbaine",43.6431,1.46765,2026-01-06 12:00:00,20,"08:00",2026-01-07 08:00:00,16.79,27.55,"ALERTE RISQUE"
"Toulouse - Rte Albi Trafic","TOULOUSE","Urbaine",43.6431,1.46765,2026-01-06 12:00:00,21,"09:00",2026-01-07 09:00:00,16.9,27.67,"ALERTE RISQUE"
"Toulouse - Rte Albi Trafic","TOULOUSE","Urbaine",43.6431,1.46765,2026-01-06 12:00:00,22,"10:00",2026-01-07 10:00:00,16.98,27.76,"ALERTE RISQUE"
"Toulouse - Rte Albi Trafic","TOULOUSE","Urbaine",43.6431,1.46765,2026-01-06 12:00:00,23,"11:00",2026-01-07 11:00:00,16.47,27.26,"ALERTE RISQUE"
"Toulouse - Rte Albi Trafic","TOULOUSE","Urbaine",43.6431,1.46765,2026-01-06 12:00:00,24,"12:00",2026-01-07 12:00:00,15.98,26.78,"ALERTE RISQUE"
"Toulouse Arcole trafic","TOULOUSE","Urbaine",43.6106,1.4429,2026-01-06 12:00:00,1,"13:00",2026-01-06 13:00:00,28.02,37.45,"ALERTE RISQUE"
"Toulouse Arcole trafic","TOULOUSE","Urbaine",43.6106,1.4429,2026-01-06 12:00:00,2,"14:00",2026-01-06 14:00:00,26.46,35.75,"ALERTE RISQUE"
"Toulouse Arcole trafic","TOULOUSE","Urbaine",43.6106,1.4429,2026-01-06 12:00:00,3,"15:00",2026-01-06 15:00:00,24.3,33.47,"ALERTE RISQUE"
"Toulouse Arcole trafic","TOULOUSE","Urbaine",43.6106,1.4429,2026-01-06 12:00:00,4,"16:00",2026-01-06 16:00:00,23.65,32.7,"ALERTE RISQUE"
"Toulouse Arcole trafic","TOULOUSE","Urbaine",43.6106,1.4429,2026-01-06 12:00:00,5,"17:00",2026-01-06 17:00:00,24.21,33.15,"ALERTE RISQUE"
"Toulouse Arcole trafic","TOULOUSE","Urbaine",43.6106,1.4429,2026-01-06 12:00:00,6,"18:00",2026-01-06 18:00:00,24.85,33.68,"ALERTE RISQUE"
"Toulouse Arcole trafic","TOULOUSE","Urbaine",43.6106,1.4429,2026-01-06 12:00:00,7,"19:00",2026-01-06 19:00:00,26.97,35.69,"ALERTE RISQUE"
"Toulouse Arcole trafic","TOULOUSE","Urbaine",43.6106,1.4429,2026-01-06 12:00:00,8,"20:00",2026-01-06 20:00:00,26.87,35.49,"ALERTE RISQUE"
"Toulouse Arcole trafic","TOULOUSE","Urbaine",43.6106,1.4429,2026-01-06 12:00:00,9,"21:00",2026-01-06 21:00:00,28.33,36.85,"ALERTE RISQUE"
"Toulouse Arcole trafic","TOULOUSE","Urbaine",43.6106,1.4429,2026-01-06 12:00:00,10,"22:00",2026-01-06 22:00:00,26.86,35.29,"ALERTE RISQUE"
"Toulouse Arcole trafic","TOULOUSE","Urbaine",43.6106,1.4429,2026-01-06 12:00:00,11,"23:00",2026-01-06 23:00:00,25.53,33.88,"ALERTE RISQUE"
"Toulouse Arcole trafic","TOULOUSE","Urbaine",43.6106,1.4429,2026-01-06 12:00:00,12,"00:00",2026-01-07,24.43,32.69,"ALERTE RISQUE"
"Toulouse Arcole trafic","TOULOUSE","Urbaine",43.6106,1.4429,2026-01-06 12:00:00,13,"01:00",2026-01-07 01:00:00,21.87,30.05,"ALERTE RISQUE"
"Toulouse Arcole trafic","TOULOUSE","Urbaine",43.6106,1.4429,2026-01-06 12:00:00,14,"02:00",2026-01-07 02:00:00,20.83,28.93,"ALERTE RISQUE"
"Toulouse Arcole trafic","TOULOUSE","Urbaine",43.6106,1.4429,2026-01-06 12:00:00,15,"03:00",2026-01-07 03:00:00,19.41,27.44,"ALERTE RISQUE"
"Toulouse Arcole trafic","TOULOUSE","Urbaine",43.6106,1.4429,2026-01-06 12:00:00,16,"04:00",2026-01-07 04:00:00,18.35,26.31,"ALERTE RISQUE"
"Toulouse Arcole trafic","TOULOUSE","Urbaine",43.6106,1.4429,2026-01-06 12:00:00,17,"05:00",2026-01-07 05:00:00,17.27,25.16,"ALERTE RISQUE"
"Toulouse Arcole trafic","TOULOUSE","Urbaine",43.6106,1.4429,2026-01-06 12:00:00,18,"06:00",2026-01-07 06:00:00,15.96,23.79,"Normal"
"Toulouse Arcole trafic","TOULOUSE","Urbaine",43.6106,1.4429,2026-01-06 12:00:00,19,"07:00",2026-01-07 07:00:00,15.76,23.52,"Normal"
"Toulouse Arcole trafic","TOULOUSE","Urbaine",43.6106,1.4429,2026-01-06 12:00:00,20,"08:00",2026-01-07 08:00:00,16.27,23.98,"Normal"
"Toulouse Arcole trafic","TOULOUSE","Urbaine",43.6106,1.4429,2026-01-06 12:00:00,21,"09:00",2026-01-07 09:00:00,16.49,24.14,"Normal"
"Toulouse Arcole trafic","TOULOUSE","Urbaine",43.6106,1.4429,2026-01-06 12:00:00,22,"10:00",2026-01-07 10:00:00,16.77,24.37,"Normal"
"Toulouse Arcole trafic","TOULOUSE","Urbaine",43.6106,1.4429,2026-01-06 12:00:00,23,"11:00",2026-01-07 11:00:00,16.1,23.65,"Normal"
"Toulouse Arcole trafic","TOULOUSE","Urbaine",43.6106,1.4429,2026-01-06 12:00:00,24,"12:00",2026-01-07 12:00:00,15.38,22.88,"Normal"
"Toulouse-Berthelot Urbain","TOULOUSE","Urbaine",43.5873,1.44403,2026-01-06 13:00:00,1,"14:00",2026-01-06 14:00:00,33.04,43.78,"ALERTE RISQUE"
"Toulouse-Berthelot Urbain","TOULOUSE","Urbaine",43.5873,1.44403,2026-01-06 13:00:00,2,"15:00",2026-01-06 15:00:00,30.88,41.65,"ALERTE RISQUE"
"Toulouse-Berthelot Urbain","TOULOUSE","Urbaine",43.5873,1.44403,2026-01-06 13:00:00,3,"16:00",2026-01-06 16:00:00,28.59,39.39,"ALERTE RISQUE"
"Toulouse-Berthelot Urbain","TOULOUSE","Urbaine",43.5873,1.44403,2026-01-06 13:00:00,4,"17:00",2026-01-06 17:00:00,28.07,38.9,"ALERTE RISQUE"
"Toulouse-Berthelot Urbain","TOULOUSE","Urbaine",43.5873,1.44403,2026-01-06 13:00:00,5,"18:00",2026-01-06 18:00:00,28.49,39.35,"ALERTE RISQUE"
"Toulouse-Berthelot Urbain","TOULOUSE","Urbaine",43.5873,1.44403,2026-01-06 13:00:00,6,"19:00",2026-01-06 19:00:00,28.92,39.8,"ALERTE RISQUE"
"Toulouse-Berthelot Urbain","TOULOUSE","Urbaine",43.5873,1.44403,2026-01-06 13:00:00,7,"20:00",2026-01-06 20:00:00,29.72,40.64,"ALERTE RISQUE"
"Toulouse-Berthelot Urbain","TOULOUSE","Urbaine",43.5873,1.44403,2026-01-06 13:00:00,8,"21:00",2026-01-06 21:00:00,30.43,41.38,"ALERTE RISQUE"
"Toulouse-Berthelot Urbain","TOULOUSE","Urbaine",43.5873,1.44403,2026-01-06 13:00:00,9,"22:00",2026-01-06 22:00:00,29.9,40.87,"ALERTE RISQUE"
"Toulouse-Berthelot Urbain","TOULOUSE","Urbaine",43.5873,1.44403,2026-01-06 13:00:00,10,"23:00",2026-01-06 23:00:00,29.08,40.08,"ALERTE RISQUE"
"Toulouse-Berthelot Urbain","TOULOUSE","Urbaine",43.5873,1.44403,2026-01-06 13:00:00,11,"00:00",2026-01-07,28.01,39.03,"ALERTE RISQUE"
"Toulouse-Berthelot Urbain","TOULOUSE","Urbaine",43.5873,1.44403,2026-01-06 13:00:00,12,"01:00",2026-01-07 01:00:00,25.91,36.97,"ALERTE RISQUE"
"Toulouse-Berthelot Urbain","TOULOUSE","Urbaine",43.5873,1.44403,2026-01-06 13:00:00,13,"02:00",2026-01-07 02:00:00,24.35,35.44,"ALERTE RISQUE"
"Toulouse-Berthelot Urbain","TOULOUSE","Urbaine",43.5873,1.44403,2026-01-06 13:00:00,14,"03:00",2026-01-07 03:00:00,23.15,34.26,"ALERTE RISQUE"
"Toulouse-Berthelot Urbain","TOULOUSE","Urbaine",43.5873,1.44403,2026-01-06 13:00:00,15,"04:00",2026-01-07 04:00:00,22,33.14,"ALERTE RISQUE"
"Toulouse-Berthelot Urbain","TOULOUSE","Urbaine",43.5873,1.44403,2026-01-06 13:00:00,16,"05:00",2026-01-07 05:00:00,19.45,30.62,"ALERTE RISQUE"
"Toulouse-Berthelot Urbain","TOULOUSE","Urbaine",43.5873,1.44403,2026-01-06 13:00:00,17,"06:00",2026-01-07 06:00:00,17.95,29.14,"ALERTE RISQUE"
"Toulouse-Berthelot Urbain","TOULOUSE","Urbaine",43.5873,1.44403,2026-01-06 13:00:00,18,"07:00",2026-01-07 07:00:00,17.11,28.33,"ALERTE RISQUE"
"Toulouse-Berthelot Urbain","TOULOUSE","Urbaine",43.5873,1.44403,2026-01-06 13:00:00,19,"08:00",2026-01-07 08:00:00,16.53,27.78,"ALERTE RISQUE"
"Toulouse-Berthelot Urbain","TOULOUSE","Urbaine",43.5873,1.44403,2026-01-06 13:00:00,20,"09:00",2026-01-07 09:00:00,16.62,27.89,"ALERTE RISQUE"
"Toulouse-Berthelot Urbain","TOULOUSE","Urbaine",43.5873,1.44403,2026-01-06 13:00:00,21,"10:00",2026-01-07 10:00:00,16.51,27.82,"ALERTE RISQUE"
"Toulouse-Berthelot Urbain","TOULOUSE","Urbaine",43.5873,1.44403,2026-01-06 13:00:00,22,"11:00",2026-01-07 11:00:00,15.97,27.3,"ALERTE RISQUE"
"Toulouse-Berthelot Urbain","TOULOUSE","Urbaine",43.5873,1.44403,2026-01-06 13:00:00,23,"12:00",2026-01-07 12:00:00,15.9,27.25,"ALERTE RISQUE"
"Toulouse-Berthelot Urbain","TOULOUSE","Urbaine",43.5873,1.44403,2026-01-06 13:00:00,24,"13:00",2026-01-07 13:00:00,15.04,26.42,"ALERTE RISQUE"
"Toulouse-Jacquier Urbain","TOULOUSE","Urbaine",43.5757,1.41807,2026-01-06 13:00:00,1,"14:00",2026-01-06 14:00:00,39.08,48.37,"ALERTE RISQUE"
"Toulouse-Jacquier Urbain","TOULOUSE","Urbaine",43.5757,1.41807,2026-01-06 13:00:00,2,"15:00",2026-01-06 15:00:00,37.04,46.48,"ALERTE RISQUE"
"Toulouse-Jacquier Urbain","TOULOUSE","Urbaine",43.5757,1.41807,2026-01-06 13:00:00,3,"16:00",2026-01-06 16:00:00,34.37,43.95,"ALERTE RISQUE"
"Toulouse-Jacquier Urbain","TOULOUSE","Urbaine",43.5757,1.41807,2026-01-06 13:00:00,4,"17:00",2026-01-06 17:00:00,33.97,43.69,"ALERTE RISQUE"
"Toulouse-Jacquier Urbain","TOULOUSE","Urbaine",43.5757,1.41807,2026-01-06 13:00:00,5,"18:00",2026-01-06 18:00:00,36.26,46.13,"ALERTE RISQUE"
"Toulouse-Jacquier Urbain","TOULOUSE","Urbaine",43.5757,1.41807,2026-01-06 13:00:00,6,"19:00",2026-01-06 19:00:00,37.45,47.46,"ALERTE RISQUE"
"Toulouse-Jacquier Urbain","TOULOUSE","Urbaine",43.5757,1.41807,2026-01-06 13:00:00,7,"20:00",2026-01-06 20:00:00,36.38,46.53,"ALERTE RISQUE"
"Toulouse-Jacquier Urbain","TOULOUSE","Urbaine",43.5757,1.41807,2026-01-06 13:00:00,8,"21:00",2026-01-06 21:00:00,35.87,46.15,"ALERTE RISQUE"
"Toulouse-Jacquier Urbain","TOULOUSE","Urbaine",43.5757,1.41807,2026-01-06 13:00:00,9,"22:00",2026-01-06 22:00:00,35.41,45.83,"ALERTE RISQUE"
"Toulouse-Jacquier Urbain","TOULOUSE","Urbaine",43.5757,1.41807,2026-01-06 13:00:00,10,"23:00",2026-01-06 23:00:00,34.3,44.84,"ALERTE RISQUE"
"Toulouse-Jacquier Urbain","TOULOUSE","Urbaine",43.5757,1.41807,2026-01-06 13:00:00,11,"00:00",2026-01-07,32.28,42.95,"ALERTE RISQUE"
"Toulouse-Jacquier Urbain","TOULOUSE","Urbaine",43.5757,1.41807,2026-01-06 13:00:00,12,"01:00",2026-01-07 01:00:00,29.83,40.63,"ALERTE RISQUE"
"Toulouse-Jacquier Urbain","TOULOUSE","Urbaine",43.5757,1.41807,2026-01-06 13:00:00,13,"02:00",2026-01-07 02:00:00,28.47,39.39,"ALERTE RISQUE"
"Toulouse-Jacquier Urbain","TOULOUSE","Urbaine",43.5757,1.41807,2026-01-06 13:00:00,14,"03:00",2026-01-07 03:00:00,26.33,37.38,"ALERTE RISQUE"
"Toulouse-Jacquier Urbain","TOULOUSE","Urbaine",43.5757,1.41807,2026-01-06 13:00:00,15,"04:00",2026-01-07 04:00:00,24.76,35.93,"ALERTE RISQUE"
"Toulouse-Jacquier Urbain","TOULOUSE","Urbaine",43.5757,1.41807,2026-01-06 13:00:00,16,"05:00",2026-01-07 05:00:00,23.09,34.38,"ALERTE RISQUE"
"Toulouse-Jacquier Urbain","TOULOUSE","Urbaine",43.5757,1.41807,2026-01-06 13:00:00,17,"06:00",2026-01-07 06:00:00,21.61,33.02,"ALERTE RISQUE"
"Toulouse-Jacquier Urbain","TOULOUSE","Urbaine",43.5757,1.41807,2026-01-06 13:00:00,18,"07:00",2026-01-07 07:00:00,20.79,32.33,"ALERTE RISQUE"
"Toulouse-Jacquier Urbain","TOULOUSE","Urbaine",43.5757,1.41807,2026-01-06 13:00:00,19,"08:00",2026-01-07 08:00:00,20.16,31.81,"ALERTE RISQUE"
"Toulouse-Jacquier Urbain","TOULOUSE","Urbaine",43.5757,1.41807,2026-01-06 13:00:00,20,"09:00",2026-01-07 09:00:00,20.35,32.11,"ALERTE RISQUE"
"Toulouse-Jacquier Urbain","TOULOUSE","Urbaine",43.5757,1.41807,2026-01-06 13:00:00,21,"10:00",2026-01-07 10:00:00,19.53,31.41,"ALERTE RISQUE"
"Toulouse-Jacquier Urbain","TOULOUSE","Urbaine",43.5757,1.41807,2026-01-06 13:00:00,22,"11:00",2026-01-07 11:00:00,18.94,30.93,"ALERTE RISQUE"
"Toulouse-Jacquier Urbain","TOULOUSE","Urbaine",43.5757,1.41807,2026-01-06 13:00:00,23,"12:00",2026-01-07 12:00:00,19.23,31.33,"ALERTE RISQUE"
"Toulouse-Jacquier Urbain","TOULOUSE","Urbaine",43.5757,1.41807,2026-01-06 13:00:00,24,"13:00",2026-01-07 13:00:00,17.98,30.2,"ALERTE RISQUE"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,1,"14:00",2026-01-06 14:00:00,42.07,60.41,"ALERTE RISQUE"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,2,"15:00",2026-01-06 15:00:00,38.25,56.61,"ALERTE RISQUE"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,3,"16:00",2026-01-06 16:00:00,35.67,54.04,"ALERTE RISQUE"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,4,"17:00",2026-01-06 17:00:00,34.86,53.25,"ALERTE RISQUE"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,5,"18:00",2026-01-06 18:00:00,34.67,53.07,"ALERTE RISQUE"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,6,"19:00",2026-01-06 19:00:00,35.51,53.92,"ALERTE RISQUE"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,7,"20:00",2026-01-06 20:00:00,35.48,53.9,"ALERTE RISQUE"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,8,"21:00",2026-01-06 21:00:00,36.16,54.6,"ALERTE RISQUE"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,9,"22:00",2026-01-06 22:00:00,35.02,53.47,"ALERTE RISQUE"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,10,"23:00",2026-01-06 23:00:00,32.76,51.22,"ALERTE RISQUE"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,11,"00:00",2026-01-07,31.17,49.65,"ALERTE RISQUE"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,12,"01:00",2026-01-07 01:00:00,28.08,46.56,"ALERTE RISQUE"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,13,"02:00",2026-01-07 02:00:00,25.96,44.46,"ALERTE RISQUE"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,14,"03:00",2026-01-07 03:00:00,24.76,43.28,"ALERTE RISQUE"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,15,"04:00",2026-01-07 04:00:00,23.14,41.67,"ALERTE RISQUE"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,16,"05:00",2026-01-07 05:00:00,21.74,40.28,"ALERTE RISQUE"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,17,"06:00",2026-01-07 06:00:00,19.23,37.78,"ALERTE RISQUE"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,18,"07:00",2026-01-07 07:00:00,18.03,36.59,"ALERTE RISQUE"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,19,"08:00",2026-01-07 08:00:00,17.83,36.4,"ALERTE RISQUE"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,20,"09:00",2026-01-07 09:00:00,17.62,36.21,"ALERTE RISQUE"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,21,"10:00",2026-01-07 10:00:00,17.43,36.03,"ALERTE RISQUE"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,22,"11:00",2026-01-07 11:00:00,16.7,35.32,"ALERTE RISQUE"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,23,"12:00",2026-01-07 12:00:00,16,34.62,"ALERTE RISQUE"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,24,"13:00",2026-01-07 13:00:00,16.01,34.65,"ALERTE RISQUE"
